config,model,query_id,P@10,R@10,F1@10,AP,RR,NDCG@10,num_relevant
stop,VSM,195,0.000000,0.000000,0.000000,0.039409,0.032258,0.000000,3.000000
stop,VSM,196,0.200000,0.166667,0.181818,0.086331,0.200000,0.148541,12.000000
stop,VSM,197,0.200000,0.666667,0.307692,0.743590,1.000000,0.713621,3.000000
stop,VSM,198,0.200000,0.500000,0.285714,0.239977,0.333333,0.369771,4.000000
stop,VSM,199,0.100000,0.125000,0.111111,0.079194,0.111111,0.051747,8.000000
stop,VSM,200,0.100000,0.333333,0.153846,0.146387,0.333333,0.234639,3.000000
stop,VSM,201,0.400000,0.250000,0.307692,0.305397,1.000000,0.574068,16.000000
stop,VSM,202,0.200000,0.142857,0.166667,0.086820,0.500000,0.042889,14.000000
stop,VSM,203,0.300000,0.214286,0.250000,0.171553,0.500000,0.367119,14.000000
stop,VSM,204,0.100000,0.071429,0.083333,0.051387,0.166667,0.154007,14.000000
stop,VSM,205,0.000000,0.000000,0.000000,0.017460,0.027778,0.000000,2.000000
stop,VSM,206,0.200000,0.666667,0.307692,0.218314,0.250000,0.443054,3.000000
stop,VSM,207,0.000000,0.000000,0.000000,0.068265,0.071429,0.000000,5.000000
stop,VSM,208,0.500000,0.833333,0.625000,0.517183,0.500000,0.685448,6.000000
stop,VSM,209,0.300000,0.250000,0.272727,0.120930,0.250000,0.134123,12.000000
stop,VSM,210,0.200000,0.333333,0.250000,0.390697,1.000000,0.561789,6.000000
stop,VSM,211,0.000000,0.000000,0.000000,0.113040,0.083333,0.000000,11.000000
stop,VSM,212,0.500000,0.357143,0.416667,0.401633,0.500000,0.368896,14.000000
stop,VSM,213,0.500000,0.454545,0.476190,0.460195,1.000000,0.737206,11.000000
stop,VSM,214,0.100000,0.250000,0.142857,0.165543,0.500000,0.246302,4.000000
stop,VSM,215,0.000000,0.000000,0.000000,0.016197,0.016393,0.000000,2.000000
stop,VSM,216,0.000000,0.000000,0.000000,0.002681,0.002681,0.000000,1.000000
stop,VSM,217,0.200000,0.133333,0.160000,0.158672,0.250000,0.288730,15.000000
stop,VSM,218,0.000000,0.000000,0.000000,0.118053,0.090909,0.000000,15.000000
stop,VSM,219,0.000000,0.000000,0.000000,0.037354,0.019608,0.000000,18.000000
stop,VSM,220,0.100000,0.052632,0.068966,0.093259,0.200000,0.019194,19.000000
stop,VSM,221,0.200000,0.111111,0.142857,0.089772,0.200000,0.065697,18.000000
stop,VSM,222,0.300000,0.333333,0.315789,0.270524,0.500000,0.315183,9.000000
stop,VSM,223,0.100000,0.250000,0.142857,0.196181,0.500000,0.246302,4.000000
stop,VSM,224,0.000000,0.000000,0.000000,0.130135,0.066667,0.000000,8.000000
stop,VSM,225,0.200000,0.083333,0.117647,0.066278,0.333333,0.087146,24.000000
stop,BM25,1,0.500000,0.178571,0.263158,0.230707,1.000000,0.357705,28.000000
stop,BM25,2,0.400000,0.166667,0.235294,0.216196,1.000000,0.636815,24.000000
stop,BM25,3,0.400000,0.500000,0.444444,0.647601,1.000000,0.647940,8.000000
stop,BM25,4,0.100000,0.500000,0.166667,0.590909,1.000000,0.613147,2.000000
stop,BM25,5,0.100000,0.250000,0.142857,0.173958,0.250000,0.237018,4.000000
stop,BM25,6,0.100000,0.250000,0.142857,0.162206,0.500000,0.161987,4.000000
stop,BM25,7,0.200000,0.400000,0.266667,0.176028,0.333333,0.220397,5.000000
stop,BM25,8,0.100000,0.090909,0.095238,0.159379,1.000000,0.306046,11.000000
stop,BM25,9,0.300000,1.000000,0.461538,0.722222,1.000000,0.871079,3.000000
stop,BM25,10,0.200000,0.250000,0.222222,0.088984,0.200000,0.173194,8.000000
stop,BM25,11,0.100000,0.142857,0.117647,0.159388,0.500000,0.072014,7.000000
stop,BM25,12,0.200000,0.400000,0.266667,0.311437,0.500000,0.268396,5.000000
stop,BM25,13,0.000000,0.000000,0.000000,0.008600,0.005495,0.000000,4.000000
stop,BM25,14,0.200000,1.000000,0.333333,0.833333,1.000000,0.991624,2.000000
stop,BM25,15,0.200000,1.000000,0.333333,1.000000,1.000000,0.737826,2.000000
stop,BM25,16,0.100000,0.333333,0.153846,0.192395,0.500000,0.182125,3.000000
stop,BM25,17,0.100000,0.500000,0.166667,0.135101,0.250000,0.339009,2.000000
stop,BM25,18,0.100000,0.333333,0.153846,0.144046,0.333333,0.234639,3.000000
stop,BM25,19,0.000000,0.000000,0.000000,0.021086,0.062500,0.000000,9.000000
stop,BM25,20,0.400000,0.444444,0.421053,0.457659,0.500000,0.435097,9.000000
stop,BM25,21,0.100000,0.250000,0.142857,0.097774,0.166667,0.220712,4.000000
stop,BM25,22,0.000000,0.000000,0.000000,0.001859,0.001859,0.000000,1.000000
stop,BM25,23,0.300000,0.093750,0.142857,0.150267,0.500000,0.305350,32.000000
stop,BM25,24,0.200000,0.666667,0.307692,0.281004,0.500000,0.534971,3.000000
stop,BM25,25,0.500000,0.555556,0.526316,0.590747,1.000000,0.501924,9.000000
stop,BM25,26,0.200000,0.333333,0.250000,0.239111,0.500000,0.468875,6.000000
stop,BM25,27,0.100000,0.333333,0.153846,0.173118,0.333333,0.144331,3.000000
stop,BM25,28,0.000000,0.000000,0.000000,0.002208,0.001965,0.000000,2.000000
stop,BM25,29,0.300000,0.333333,0.315789,0.398022,1.000000,0.273456,9.000000
stop,BM25,30,0.100000,0.142857,0.117647,0.065549,0.100000,0.107797,7.000000
stop,BM25,31,0.000000,0.000000,0.000000,0.000998,0.000998,0.000000,1.000000
stop,BM25,32,0.200000,0.333333,0.250000,0.085026,0.250000,0.058876,6.000000
stop,BM25,33,0.300000,1.000000,0.461538,0.638889,0.500000,0.683286,3.000000
stop,BM25,34,0.300000,0.500000,0.375000,0.242900,0.250000,0.309782,6.000000
stop,BM25,35,0.000000,0.000000,0.000000,0.031108,0.031250,0.000000,3.000000
stop,BM25,36,0.000000,0.000000,0.000000,0.043582,0.083333,0.000000,2.000000
stop,BM25,37,0.100000,0.111111,0.105263,0.177493,0.333333,0.077772,9.000000
stop,BM25,38,0.000000,0.000000,0.000000,0.048702,0.090909,0.000000,10.000000
stop,BM25,39,0.200000,0.153846,0.173913,0.180784,1.000000,0.229448,13.000000
stop,BM25,40,0.000000,0.000000,0.000000,0.039487,0.083333,0.000000,12.000000
stop,BM25,41,0.300000,1.000000,0.461538,0.866667,1.000000,0.901851,3.000000
stop,BM25,42,0.200000,0.400000,0.266667,0.159697,0.200000,0.312847,5.000000
stop,BM25,43,0.400000,0.666667,0.500000,0.565622,1.000000,0.868167,6.000000
stop,BM25,44,0.000000,0.000000,0.000000,0.002649,0.001466,0.000000,3.000000
stop,BM25,45,0.200000,0.166667,0.181818,0.185600,1.000000,0.392127,12.000000
stop,BM25,46,0.500000,0.333333,0.400000,0.309483,0.500000,0.407887,15.000000
stop,BM25,47,0.500000,0.357143,0.416667,0.352584,0.250000,0.340805,14.000000
stop,BM25,48,0.300000,0.272727,0.285714,0.180064,0.500000,0.357440,11.000000
stop,BM25,49,0.100000,0.500000,0.166667,0.180556,0.250000,0.355840,2.000000
stop,BM25,50,0.000000,0.000000,0.000000,0.026706,0.066667,0.000000,6.000000
stop,BM25,51,0.400000,0.400000,0.400000,0.522802,1.000000,0.316732,10.000000
stop,BM25,52,0.200000,0.500000,0.285714,0.426515,0.500000,0.515828,4.000000
stop,BM25,53,0.200000,0.200000,0.200000,0.284303,1.000000,0.168532,10.000000
stop,BM25,54,0.100000,0.111111,0.105263,0.137120,0.500000,0.284377,9.000000
stop,BM25,55,0.200000,0.200000,0.200000,0.261103,1.000000,0.327387,10.000000
stop,BM25,56,0.200000,0.200000,0.200000,0.176040,0.333333,0.139943,10.000000
stop,BM25,57,0.100000,0.071429,0.083333,0.085254,0.250000,0.220589,14.000000
stop,BM25,58,0.200000,0.222222,0.210526,0.136958,0.200000,0.282305,9.000000
stop,BM25,59,0.200000,0.500000,0.285714,0.178681,0.250000,0.209895,4.000000
stop,BM25,60,0.300000,0.600000,0.400000,0.413125,1.000000,0.383385,5.000000
stop,BM25,61,0.200000,0.400000,0.266667,0.272346,0.500000,0.405368,5.000000
stop,BM25,62,0.000000,0.000000,0.000000,0.033321,0.083333,0.000000,5.000000
stop,BM25,63,0.000000,0.000000,0.000000,0.007989,0.008065,0.000000,3.000000
stop,BM25,64,0.100000,0.500000,0.166667,0.540000,1.000000,0.772538,2.000000
stop,BM25,65,0.500000,0.333333,0.400000,0.313084,1.000000,0.514017,15.000000
stop,BM25,66,0.100000,0.200000,0.133333,0.151964,0.500000,0.287363,5.000000
stop,BM25,67,0.600000,0.428571,0.500000,0.537644,1.000000,0.594228,14.000000
stop,BM25,68,0.100000,0.200000,0.133333,0.132150,0.500000,0.343821,5.000000
stop,BM25,69,0.000000,0.000000,0.000000,0.051654,0.062500,0.000000,5.000000
stop,BM25,70,0.100000,0.100000,0.100000,0.099530,0.166667,0.079666,10.000000
stop,BM25,71,0.100000,0.125000,0.111111,0.055016,0.166667,0.138698,8.000000
stop,BM25,72,0.100000,0.058824,0.074074,0.062731,0.500000,0.210569,17.000000
stop,BM25,73,0.600000,0.300000,0.400000,0.343731,1.000000,0.614318,20.000000
stop,BM25,74,0.100000,0.166667,0.125000,0.076513,0.142857,0.165599,6.000000
stop,BM25,75,0.100000,0.200000,0.133333,0.122151,0.500000,0.147352,5.000000
stop,BM25,76,0.200000,0.285714,0.235294,0.196572,0.500000,0.339294,7.000000
stop,BM25,77,0.300000,0.500000,0.375000,0.428018,1.000000,0.385060,6.000000
stop,BM25,78,0.300000,1.000000,0.461538,0.555556,0.500000,0.621721,3.000000
stop,BM25,79,0.100000,0.200000,0.133333,0.075535,0.142857,0.161022,5.000000
stop,BM25,80,0.000000,0.000000,0.000000,0.011522,0.012346,0.000000,4.000000
stop,BM25,81,0.200000,1.000000,0.333333,0.291667,0.333333,0.334719,2.000000
stop,BM25,82,0.300000,0.600000,0.400000,0.304621,0.500000,0.461589,5.000000
stop,BM25,83,0.100000,0.250000,0.142857,0.075984,0.166667,0.139056,4.000000
stop,BM25,84,0.300000,0.272727,0.285714,0.372353,1.000000,0.231514,11.000000
stop,BM25,85,0.100000,0.250000,0.142857,0.050544,0.142857,0.045028,4.000000
stop,BM25,86,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stop,BM25,87,0.000000,0.000000,0.000000,0.008164,0.005319,0.000000,8.000000
stop,BM25,88,0.500000,0.833333,0.625000,0.615873,1.000000,0.529168,6.000000
stop,BM25,89,0.200000,0.333333,0.250000,0.236540,0.333333,0.320416,6.000000
stop,BM25,90,0.300000,0.230769,0.260870,0.230500,0.500000,0.172752,13.000000
stop,BM25,91,0.200000,0.222222,0.210526,0.316904,1.000000,0.476895,9.000000
stop,BM25,92,0.700000,0.538462,0.608696,0.494871,0.500000,0.278708,13.000000
stop,BM25,93,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
stop,BM25,94,0.600000,0.500000,0.545455,0.594335,1.000000,0.312512,12.000000
stop,BM25,95,0.200000,1.000000,0.333333,0.416667,0.500000,0.382193,2.000000
stop,BM25,96,0.500000,0.384615,0.434783,0.380864,0.500000,0.334227,13.000000
stop,BM25,97,0.200000,0.200000,0.200000,0.100193,0.500000,0.190278,10.000000
stop,BM25,98,0.100000,0.200000,0.133333,0.034440,0.125000,0.035254,5.000000
stop,BM25,99,0.300000,0.750000,0.428571,0.292533,0.333333,0.522068,4.000000
stop,BM25,100,0.300000,0.333333,0.315789,0.239119,0.500000,0.390490,9.000000
stop,BM25,101,0.500000,0.833333,0.625000,0.735450,1.000000,0.794811,6.000000
stop,BM25,102,0.200000,0.500000,0.285714,0.346008,1.000000,0.239245,4.000000
stop,BM25,103,0.000000,0.000000,0.000000,0.032278,0.062500,0.000000,2.000000
stop,BM25,104,0.200000,0.400000,0.266667,0.175125,0.333333,0.276573,5.000000
stop,BM25,105,0.300000,0.600000,0.400000,0.422020,1.000000,0.768124,5.000000
stop,BM25,106,0.300000,0.600000,0.400000,0.246656,0.250000,0.364368,5.000000
stop,BM25,107,0.200000,0.285714,0.235294,0.251597,0.500000,0.321657,7.000000
stop,BM25,108,0.600000,0.857143,0.705882,0.839286,1.000000,0.734109,7.000000
stop,BM25,109,0.000000,0.000000,0.000000,0.030881,0.052632,0.000000,5.000000
stop,BM25,110,0.000000,0.000000,0.000000,0.016962,0.013158,0.000000,4.000000
stop,BM25,111,0.200000,0.285714,0.235294,0.217661,0.142857,0.096060,7.000000
stop,BM25,112,0.200000,1.000000,0.333333,0.361111,0.500000,0.422487,2.000000
stop,BM25,113,0.200000,0.500000,0.285714,0.378175,1.000000,0.541400,4.000000
stop,BM25,114,0.000000,0.000000,0.000000,0.044322,0.083333,0.000000,4.000000
stop,BM25,115,0.000000,0.000000,0.000000,0.028990,0.020833,0.000000,4.000000
stop,BM25,116,0.100000,0.200000,0.133333,0.065654,0.250000,0.064371,5.000000
stop,BM25,117,0.000000,0.000000,0.000000,0.045238,0.033333,0.000000,2.000000
stop,BM25,118,0.200000,0.666667,0.307692,0.677778,1.000000,0.855669,3.000000
stop,BM25,119,0.100000,1.000000,0.181818,0.500000,0.500000,0.630930,1.000000
stop,BM25,120,0.400000,0.444444,0.421053,0.418999,0.500000,0.504990,9.000000
stop,BM25,121,0.400000,0.571429,0.470588,0.540659,0.500000,0.486036,7.000000
stop,BM25,122,0.500000,0.555556,0.526316,0.291478,0.200000,0.208704,9.000000
stop,BM25,123,0.000000,0.000000,0.000000,0.047619,0.047619,0.000000,2.000000
stop,BM25,124,0.000000,0.000000,0.000000,0.005900,0.012048,0.000000,4.000000
stop,BM25,125,0.300000,0.176471,0.222222,0.254021,1.000000,0.401373,17.000000
stop,BM25,126,0.200000,0.250000,0.222222,0.222346,1.000000,0.571145,8.000000
stop,BM25,127,0.100000,0.200000,0.133333,0.144754,0.500000,0.137817,5.000000
stop,BM25,128,0.000000,0.000000,0.000000,0.016559,0.018519,0.000000,2.000000
stop,BM25,129,0.400000,0.571429,0.470588,0.432746,0.500000,0.560060,7.000000
stop,BM25,130,0.400000,0.800000,0.533333,0.501842,1.000000,0.612453,5.000000
stop,BM25,131,0.400000,0.500000,0.444444,0.248291,0.200000,0.263043,8.000000
stop,BM25,132,0.700000,0.466667,0.560000,0.580509,0.500000,0.296622,15.000000
stop,BM25,133,0.200000,0.285714,0.235294,0.247799,0.142857,0.209179,7.000000
stop,BM25,134,0.100000,0.500000,0.166667,0.116667,0.166667,0.120167,2.000000
stop,BM25,135,0.400000,0.500000,0.444444,0.446023,0.500000,0.095072,8.000000
stop,BM25,136,0.200000,0.666667,0.307692,0.425641,1.000000,0.947811,3.000000
stop,BM25,137,0.200000,0.500000,0.285714,0.195388,0.250000,0.209895,4.000000
stop,BM25,138,0.100000,0.500000,0.166667,0.076583,0.142857,0.204382,2.000000
stop,BM25,139,0.000000,0.000000,0.000000,0.005724,0.002571,0.000000,4.000000
stop,BM25,140,0.100000,0.166667,0.125000,0.115093,0.500000,0.298343,6.000000
stop,BM25,141,0.200000,0.333333,0.250000,0.346318,1.000000,0.557097,6.000000
stop,BM25,142,0.000000,0.000000,0.000000,0.001718,0.001718,0.000000,1.000000
stop,BM25,143,0.100000,0.500000,0.166667,0.576923,1.000000,0.613147,2.000000
stop,BM25,144,0.500000,0.833333,0.625000,0.623925,0.500000,0.660831,6.000000
stop,BM25,145,0.400000,0.571429,0.470588,0.409762,0.500000,0.567939,7.000000
stop,BM25,146,0.200000,1.000000,0.333333,0.750000,1.000000,0.560011,2.000000
stop,BM25,147,0.400000,0.400000,0.400000,0.276587,0.500000,0.435997,10.000000
stop,BM25,148,0.200000,0.333333,0.250000,0.222933,0.500000,0.403046,6.000000
stop,BM25,149,0.500000,0.454545,0.476190,0.426708,1.000000,0.526428,11.000000
stop,BM25,150,0.200000,1.000000,0.333333,0.583333,0.500000,0.693426,2.000000
stop,BM25,151,0.000000,0.000000,0.000000,0.020626,0.025000,0.000000,5.000000
stop,BM25,152,0.100000,0.166667,0.125000,0.048919,0.142857,0.235831,6.000000
stop,BM25,153,0.300000,0.428571,0.352941,0.345794,0.500000,0.322269,7.000000
stop,BM25,154,0.200000,1.000000,0.333333,0.642857,1.000000,0.599737,2.000000
stop,BM25,155,0.300000,0.500000,0.375000,0.293477,1.000000,0.231570,6.000000
stop,BM25,156,0.600000,0.428571,0.500000,0.467626,1.000000,0.308471,14.000000
stop,BM25,157,0.400000,0.102564,0.163265,0.269104,0.500000,0.284447,39.000000
stop,BM25,158,0.300000,0.375000,0.333333,0.345829,1.000000,0.637492,8.000000
stop,BM25,159,0.100000,0.125000,0.111111,0.054853,0.250000,0.122319,8.000000
stop,BM25,160,0.100000,0.200000,0.133333,0.067111,0.200000,0.160958,5.000000
stop,BM25,161,0.300000,0.500000,0.375000,0.451004,1.000000,0.789438,6.000000
stop,BM25,162,0.300000,0.375000,0.333333,0.293945,1.000000,0.232842,8.000000
stop,BM25,163,0.200000,0.666667,0.307692,0.292484,0.333333,0.436747,3.000000
stop,BM25,164,0.500000,0.625000,0.555556,0.481849,1.000000,0.732675,8.000000
stop,BM25,165,0.200000,1.000000,0.333333,0.450000,0.500000,0.624051,2.000000
stop,BM25,166,0.100000,0.125000,0.111111,0.034024,0.100000,0.073117,8.000000
stop,BM25,167,0.200000,1.000000,0.333333,0.333333,0.333333,0.513744,2.000000
stop,BM25,168,0.100000,0.500000,0.166667,0.084800,0.166667,0.218407,2.000000
stop,BM25,169,0.200000,0.500000,0.285714,0.295764,0.500000,0.441492,4.000000
stop,BM25,170,0.400000,0.666667,0.500000,0.675672,1.000000,0.724949,6.000000
stop,BM25,171,0.300000,1.000000,0.461538,0.638889,0.500000,0.696790,3.000000
stop,BM25,172,0.400000,1.000000,0.571429,0.804167,1.000000,0.884969,4.000000
stop,BM25,173,0.200000,1.000000,0.333333,1.000000,1.000000,1.000000,2.000000
stop,BM25,174,0.100000,0.200000,0.133333,0.047672,0.100000,0.122604,5.000000
stop,BM25,175,0.100000,0.200000,0.133333,0.055932,0.200000,0.155907,5.000000
stop,BM25,176,0.100000,0.142857,0.117647,0.083559,0.250000,0.157616,7.000000
stop,BM25,177,0.300000,0.600000,0.400000,0.521429,0.500000,0.489584,5.000000
stop,BM25,178,0.300000,0.750000,0.428571,0.632576,1.000000,0.945731,4.000000
stop,BM25,179,0.200000,0.500000,0.285714,0.305567,0.500000,0.441492,4.000000
stop,BM25,180,0.400000,0.571429,0.470588,0.408638,0.500000,0.347516,7.000000
stop,BM25,181,0.200000,0.400000,0.266667,0.328163,1.000000,0.346290,5.000000
stop,BM25,182,0.200000,1.000000,0.333333,0.450000,0.500000,0.628937,2.000000
stop,BM25,183,0.600000,0.461538,0.521739,0.552843,1.000000,0.605145,13.000000
stop,BM25,184,0.200000,0.285714,0.235294,0.196174,0.500000,0.226739,7.000000
stop,BM25,185,0.600000,0.666667,0.631579,0.783862,1.000000,0.795837,9.000000
stop,BM25,186,0.400000,0.250000,0.307692,0.163396,0.333333,0.347629,16.000000
stop,BM25,187,0.200000,0.333333,0.250000,0.146728,0.500000,0.237117,6.000000
stop,BM25,188,0.300000,0.272727,0.285714,0.274967,1.000000,0.464899,11.000000
stop,BM25,189,0.200000,0.222222,0.210526,0.143494,0.500000,0.143166,9.000000
stop,BM25,190,0.300000,0.600000,0.400000,0.512101,1.000000,0.552328,5.000000
stop,BM25,191,0.300000,0.230769,0.260870,0.390056,0.333333,0.092630,13.000000
stop,BM25,192,0.300000,0.750000,0.428571,0.267952,0.333333,0.463726,4.000000
stop,BM25,193,0.700000,0.777778,0.736842,0.755638,1.000000,0.649882,9.000000
stop,BM25,194,0.200000,0.333333,0.250000,0.272192,0.500000,0.114465,6.000000
stop,BM25,195,0.100000,0.333333,0.153846,0.090173,0.200000,0.181542,3.000000
stop,BM25,196,0.200000,0.166667,0.181818,0.089822,0.200000,0.148541,12.000000
stop,BM25,197,0.200000,0.666667,0.307692,0.733333,1.000000,0.855669,3.000000
stop,BM25,198,0.200000,0.500000,0.285714,0.384650,1.000000,0.490260,4.000000
stop,BM25,199,0.100000,0.125000,0.111111,0.075971,0.142857,0.057300,8.000000
stop,BM25,200,0.200000,0.666667,0.307692,0.212410,0.333333,0.391066,3.000000
stop,BM25,201,0.400000,0.250000,0.307692,0.330390,1.000000,0.587191,16.000000
stop,BM25,202,0.200000,0.142857,0.166667,0.120851,0.500000,0.051252,14.000000
stop,BM25,203,0.400000,0.285714,0.333333,0.232751,0.500000,0.494551,14.000000
stop,BM25,204,0.100000,0.071429,0.083333,0.049707,0.125000,0.136392,14.000000
stop,BM25,205,0.000000,0.000000,0.000000,0.037104,0.058824,0.000000,2.000000
stop,BM25,206,0.200000,0.666667,0.307692,0.391682,0.500000,0.612898,3.000000
stop,BM25,207,0.100000,0.200000,0.133333,0.101512,0.200000,0.079515,5.000000
stop,BM25,208,0.500000,0.833333,0.625000,0.607937,0.500000,0.706619,6.000000
stop,BM25,209,0.300000,0.250000,0.272727,0.149570,0.500000,0.168635,12.000000
stop,BM25,210,0.300000,0.500000,0.375000,0.367325,1.000000,0.558054,6.000000
stop,BM25,211,0.200000,0.181818,0.190476,0.156227,0.111111,0.034785,11.000000
stop,BM25,212,0.500000,0.357143,0.416667,0.548623,1.000000,0.468168,14.000000
stop,BM25,213,0.700000,0.636364,0.666667,0.536407,1.000000,0.791048,11.000000
stop,BM25,214,0.100000,0.250000,0.142857,0.154864,0.500000,0.246302,4.000000
stop,BM25,215,0.000000,0.000000,0.000000,0.030228,0.034483,0.000000,2.000000
stop,BM25,216,0.000000,0.000000,0.000000,0.003759,0.003759,0.000000,1.000000
stop,BM25,217,0.300000,0.200000,0.240000,0.208856,0.500000,0.404312,15.000000
stop,BM25,218,0.300000,0.200000,0.240000,0.246178,1.000000,0.520501,15.000000
stop,BM25,219,0.000000,0.000000,0.000000,0.038734,0.025641,0.000000,18.000000
stop,BM25,220,0.300000,0.157895,0.206897,0.181238,0.500000,0.128761,19.000000
stop,BM25,221,0.300000,0.166667,0.214286,0.188112,0.500000,0.166324,18.000000
stop,BM25,222,0.400000,0.444444,0.421053,0.368603,0.500000,0.477311,9.000000
stop,BM25,223,0.200000,0.500000,0.285714,0.420437,1.000000,0.529436,4.000000
stop,BM25,224,0.300000,0.375000,0.333333,0.209436,0.142857,0.194383,8.000000
stop,BM25,225,0.300000,0.125000,0.176471,0.093242,0.500000,0.139183,24.000000
stem,VSM,1,0.400000,0.142857,0.210526,0.168688,0.500000,0.241660,28.000000
stem,VSM,2,0.400000,0.166667,0.235294,0.222278,1.000000,0.655764,24.000000
stem,VSM,3,0.600000,0.750000,0.666667,0.599416,0.500000,0.659092,8.000000
stem,VSM,4,0.100000,0.500000,0.166667,0.537037,1.000000,0.613147,2.000000
stem,VSM,5,0.200000,0.500000,0.285714,0.217110,0.200000,0.252107,4.000000
stem,VSM,6,0.100000,0.250000,0.142857,0.064696,0.200000,0.099322,4.000000
stem,VSM,7,0.200000,0.400000,0.266667,0.136786,0.250000,0.195553,5.000000
stem,VSM,8,0.100000,0.090909,0.095238,0.087946,0.125000,0.096547,11.000000
stem,VSM,9,0.300000,1.000000,0.461538,0.700000,1.000000,0.852928,3.000000
stem,VSM,10,0.300000,0.375000,0.333333,0.259746,1.000000,0.341429,8.000000
stem,VSM,11,0.100000,0.142857,0.117647,0.112991,0.250000,0.049157,7.000000
stem,VSM,12,0.200000,0.400000,0.266667,0.309007,1.000000,0.497170,5.000000
stem,VSM,13,0.000000,0.000000,0.000000,0.003523,0.003460,0.000000,4.000000
stem,VSM,14,0.200000,1.000000,0.333333,0.750000,1.000000,0.987189,2.000000
stem,VSM,15,0.200000,1.000000,0.333333,0.666667,1.000000,0.493886,2.000000
stem,VSM,16,0.100000,0.333333,0.153846,0.186369,0.500000,0.182125,3.000000
stem,VSM,17,0.100000,0.500000,0.166667,0.516393,1.000000,0.787155,2.000000
stem,VSM,18,0.100000,0.333333,0.153846,0.127329,0.333333,0.234639,3.000000
stem,VSM,19,0.100000,0.111111,0.105263,0.048195,0.142857,0.049865,9.000000
stem,VSM,20,0.500000,0.555556,0.526316,0.508291,0.500000,0.498327,9.000000
stem,VSM,21,0.100000,0.250000,0.142857,0.079151,0.125000,0.091218,4.000000
stem,VSM,22,0.000000,0.000000,0.000000,0.001818,0.001818,0.000000,1.000000
stem,VSM,23,0.300000,0.093750,0.142857,0.145618,0.166667,0.215341,32.000000
stem,VSM,24,0.200000,0.666667,0.307692,0.250980,0.333333,0.480623,3.000000
stem,VSM,25,0.500000,0.555556,0.526316,0.629338,1.000000,0.606639,9.000000
stem,VSM,26,0.100000,0.166667,0.125000,0.109283,0.166667,0.147681,6.000000
stem,VSM,27,0.100000,0.333333,0.153846,0.140386,0.250000,0.290080,3.000000
stem,VSM,28,0.000000,0.000000,0.000000,0.004358,0.003704,0.000000,2.000000
stem,VSM,29,0.500000,0.555556,0.526316,0.556608,1.000000,0.580131,9.000000
stem,VSM,30,0.100000,0.142857,0.117647,0.087794,0.166667,0.132835,7.000000
stem,VSM,31,0.000000,0.000000,0.000000,0.000890,0.000890,0.000000,1.000000
stem,VSM,32,0.100000,0.166667,0.125000,0.077770,0.250000,0.034654,6.000000
stem,VSM,33,0.300000,1.000000,0.461538,0.320635,0.200000,0.466691,3.000000
stem,VSM,34,0.100000,0.166667,0.125000,0.160008,0.125000,0.043187,6.000000
stem,VSM,35,0.000000,0.000000,0.000000,0.026965,0.047619,0.000000,3.000000
stem,VSM,36,0.100000,0.500000,0.166667,0.057233,0.111111,0.101553,2.000000
stem,VSM,37,0.000000,0.000000,0.000000,0.043788,0.052632,0.000000,9.000000
stem,VSM,38,0.000000,0.000000,0.000000,0.046913,0.035714,0.000000,10.000000
stem,VSM,39,0.300000,0.230769,0.260870,0.149433,0.500000,0.210904,13.000000
stem,VSM,40,0.100000,0.083333,0.090909,0.045209,0.142857,0.035483,12.000000
stem,VSM,41,0.300000,1.000000,0.461538,0.777778,1.000000,0.855815,3.000000
stem,VSM,42,0.300000,0.600000,0.400000,0.148105,0.125000,0.320829,5.000000
stem,VSM,43,0.400000,0.666667,0.500000,0.543913,1.000000,0.774284,6.000000
stem,VSM,44,0.000000,0.000000,0.000000,0.002270,0.001332,0.000000,3.000000
stem,VSM,45,0.200000,0.166667,0.181818,0.200285,1.000000,0.481680,12.000000
stem,VSM,46,0.300000,0.200000,0.240000,0.233807,1.000000,0.482590,15.000000
stem,VSM,47,0.400000,0.285714,0.333333,0.307025,0.250000,0.323768,14.000000
stem,VSM,48,0.300000,0.272727,0.285714,0.180321,0.500000,0.415490,11.000000
stem,VSM,49,0.100000,0.500000,0.166667,0.288462,0.500000,0.521296,2.000000
stem,VSM,50,0.100000,0.166667,0.125000,0.067457,0.333333,0.267375,6.000000
stem,VSM,51,0.300000,0.300000,0.300000,0.332700,1.000000,0.239418,10.000000
stem,VSM,52,0.400000,1.000000,0.571429,0.542857,0.500000,0.566030,4.000000
stem,VSM,53,0.200000,0.200000,0.200000,0.274111,1.000000,0.192174,10.000000
stem,VSM,54,0.200000,0.222222,0.210526,0.129395,0.333333,0.283513,9.000000
stem,VSM,55,0.100000,0.100000,0.100000,0.105557,0.333333,0.022029,10.000000
stem,VSM,56,0.200000,0.200000,0.200000,0.094847,0.166667,0.105909,10.000000
stem,VSM,57,0.000000,0.000000,0.000000,0.056925,0.066667,0.000000,14.000000
stem,VSM,58,0.100000,0.111111,0.105263,0.112555,0.111111,0.157517,9.000000
stem,VSM,59,0.100000,0.250000,0.142857,0.091367,0.250000,0.110573,4.000000
stem,VSM,60,0.300000,0.600000,0.400000,0.516201,1.000000,0.404451,5.000000
stem,VSM,61,0.200000,0.400000,0.266667,0.349351,0.500000,0.369486,5.000000
